Type,Roll Speed [rpm],Rolling Torque [Nm],Roll Wear [min],Ambient Temp [K],Mill Process Temp [K],TWF,HDF,PWF,OSF,RNF,Power [W],Temp Diff [K],Probability
M,2434.520544232798,58.63455652590021,222.88027197739305,297.69320813387145,303.9319432237682,0,0,1,0,0,14948.434283717874,6.23873508989675,0.9592093647809103
L,2225.7883471403347,72.71220717839944,44.0538138724049,303.1649414060262,310.381911756872,0,0,1,0,0,16948.052873135126,7.216970350845827,0.9992560764642566
M,2133.7413427820684,56.11170532416438,226.92803385828864,304.3256101143948,301.72317620088376,0,1,1,0,0,12537.872752407899,-2.6024339135110495,0.692629449615177
M,2487.9729562250495,23.358044494507528,253.70340357198157,302.62669710814686,305.3948724926541,1,0,1,0,0,6085.703014062347,2.7681753845072308,0.8032895251427464
L,1736.8233139950391,63.08051142681871,200.39332737630798,302.87152660398044,309.4496113770427,0,0,1,1,0,11473.065259176394,6.578084773062244,0.9927223244146712
H,2322.303379366709,56.133973365539184,222.85750204639896,295.6752623779595,312.93596100768144,0,0,1,0,0,13651.279429505701,17.260698629721958,0.8771330954899127
M,1838.8962423146497,76.91460106281005,130.9110435841195,299.5161469519823,300.43089566707465,0,1,1,0,0,14811.349674497817,0.9147487150923439,0.9993888423884846
H,1068.9642805489725,68.18390595531007,240.03816768838863,296.37855505329543,314.36650588855895,0,0,0,1,0,7632.620824145844,17.98795083526352,0.9864557688261842
H,2679.407836526729,55.35366018648673,221.91268081781922,302.97285308147605,302.6217321302,0,0,1,0,0,15531.513714748788,-0.3511209512760729,0.9497404828709132
H,1428.4886895390202,31.686648663962902,275.31432166769804,298.03189418308125,300.4209287213214,1,1,0,0,0,4740.037009064438,2.3890345382401392,0.6459430784503394
M,2559.275057001718,70.92520425543027,18.52209236397329,297.807261654864,304.7188428712127,0,0,1,0,0,19008.426907489313,6.911581216348679,0.9997827805819957
H,2232.320108453387,68.37445390597395,65.09842335911908,302.48246821839206,312.14288717792414,0,0,1,0,0,15983.760373551506,9.66041895953208,0.9986032571610379
L,1820.3917168974785,61.073562699557215,185.9856872395374,302.6994270771263,303.40989853582073,0,1,1,0,0,11642.51279286366,0.7104714586944283,0.9332895452445598
M,2028.0498702844639,79.96976553007026,209.03546137267563,302.720250342186,304.0977715987406,0,1,1,1,0,16983.729760364655,1.377521256554644,0.9997176493509247
L,1327.192964493638,20.722300484061414,82.73026823853323,300.15540649335145,303.9744859381483,0,1,0,0,0,2880.054165695376,3.8190794447968415,0.9824715124777859
M,1200.4491522101735,60.05461497626045,249.75857631172897,295.90237205496607,307.29131466283013,0,0,0,1,0,7549.5101643323715,11.388942607864067,0.9166885773968177
L,2074.8399224978834,61.63144154355958,162.2398748046905,297.3494113777799,311.4575796589051,0,0,1,0,0,13391.077997269338,14.108168281125188,0.9813775537976864
L,1142.7169222096327,32.761736540882794,223.46262088423452,303.5515155162086,308.1368368145038,0,1,0,0,0,3920.434391265316,4.5853212982951845,0.9490669048473485
H,2192.215925739299,66.91570350774512,31.128090320602084,301.8872126752249,312.39555457285616,0,0,1,0,0,15361.725295480106,10.508341897631283,0.9972930091251473
M,1963.6501939833513,68.5283248741253,168.18260310617438,306.0714543061673,307.48866470407523,0,1,1,0,0,14091.68279855988,1.4172103979079225,0.9993927023304401
H,1451.9243992229167,74.10407550355234,144.27223705745857,306.86892804010404,311.38502321595644,0,1,1,0,0,11267.166575251647,4.516095175852399,0.9992612677581104
H,1684.2276286380024,71.01284121799159,56.76401924058524,300.8121294430127,301.471562179921,0,1,1,0,0,12524.67007348592,0.659432736908343,0.9976609584983807
H,1310.8529821819488,65.63455107501656,178.71306949735646,303.04662703853325,302.11973032995843,0,1,1,0,0,9009.799438146823,-0.9268967085748159,0.9987483694971039
L,1901.6453646489513,75.10267199100566,23.014914023608085,306.25813857212006,300.25572901006433,0,1,1,0,0,14955.933851829712,-6.002409562055732,0.998739482796707
H,2791.5609871131173,45.96310612386837,234.2263716015302,305.37380314925264,303.6943877536943,0,0,1,0,0,13436.467571504209,-1.679415395558351,0.9614190364011312
L,2310.026553883131,25.232523677206583,229.6293766618284,299.0718948680252,303.27988379191885,0,0,1,0,0,6103.884112705705,4.207988923893652,0.7205071604960578
L,1996.6285966158268,68.1193581477845,126.39067598073578,298.65086056558056,310.0995944203729,0,0,1,0,0,14242.83529608951,11.448733854792351,0.9989248357040662
L,1040.2887762444873,63.499615643464075,170.74899912475857,309.85391665066254,311.8123342728564,0,1,0,0,0,6917.571033446004,1.9584176221938492,0.9972043634903396
L,2420.9697380217085,63.77231456674717,202.25058135591573,300.617295261828,314.17513014853654,0,0,1,1,0,16167.771343902623,13.55783488670852,0.9986480437915743
L,1096.7245613755374,38.82180531103991,264.45361789518597,301.06749511840496,301.50931199647886,1,1,0,0,0,4458.634939263043,0.4418168780738938,0.9374979799495786
H,2594.5712953540674,48.90723007813471,230.58795672513455,301.09580558799183,311.42927818044393,0,0,1,0,0,13288.234809724358,10.333472592452097,0.9156280174702335
L,2282.161004068373,72.34878235866726,231.3575484775329,309.9844771191362,313.96446493385963,0,0,1,1,0,17290.443155913126,3.9799878147234153,0.9999818513618953
H,1065.3450600450815,61.06803561642881,262.5946010819215,295.6662108046943,309.5925594289044,0,0,0,1,0,6812.913337440298,13.926348624210107,0.9973117555123926
M,1141.8972928192757,78.22460763017568,249.0720142494922,308.75706179999185,306.9127147675236,0,1,1,1,0,9354.036382140737,-1.8443470324682494,0.999665288299957
H,2080.1230302289396,72.95471657166746,32.192526323182605,305.46980603544597,313.6513794008415,0,0,1,0,0,15891.72403910486,8.181573365395536,0.9997999058794905
M,1217.0865060007075,30.158159782501315,34.40308766290564,300.13950016586347,306.24812938163296,0,1,0,0,0,3843.747964931489,6.108629215769497,0.9732450442180832
H,1253.3069120980917,61.64534319246051,206.98787660257315,299.0066709667262,308.413251936656,0,0,0,1,0,8090.704276477704,9.406580969929848,0.991473403614213
M,1270.6933305118885,64.34289159900318,235.537088339119,309.5932880986147,311.9899944261838,0,1,0,1,0,8561.895893434996,2.3967063275690634,0.9995794695160235
H,1352.005606302026,36.008984733552424,21.127906787549815,304.49103960464043,300.1178461462962,0,1,0,0,0,5098.2131302593625,-4.373193458344247,0.9813993830343033
H,1211.9903806889454,75.09955283138659,80.61153718725593,295.0797392269199,314.46562170377683,0,0,1,0,0,9531.585369728595,19.38588247685692,0.9825372157431899
H,1353.4938380221959,21.520217711911844,88.01217304142808,299.07857214421455,300.4074255601838,0,1,0,0,0,3050.2227892005344,1.328853415969263,0.9881485290245757
M,2792.603338076337,61.40916206730438,75.00424727119088,295.64925920104554,314.4907441148957,0,0,1,0,0,17958.540657096924,18.841484913850138,0.8532619776373584
L,1757.4784797684054,78.2529236665943,28.688003992761054,305.3383087469729,314.54845729794255,0,0,1,0,0,14401.880608842841,9.21014855096962,0.9998186214818225
L,1077.7480287590104,38.622332828468785,258.69706613344374,309.7948610547573,303.7491193908866,1,1,0,0,0,4358.974789316103,-6.045741663870672,0.960922276816752
L,1828.6038303247437,77.13512430594837,223.41373417657368,309.99456256046125,313.4516815481855,0,1,1,1,0,14770.677870912985,3.457118987724243,0.999855730246387
L,1023.5255724274683,32.57765185448869,131.91465638569582,305.30699427117224,309.807727067575,0,1,0,0,0,3491.7817730461156,4.500732796402758,0.988248706815198
H,1243.199934281883,74.35507654126513,36.481907023446674,295.1654905754661,309.5829839504465,0,0,1,0,0,9680.108418650852,14.417493374980381,0.9816884105118114
L,1097.1956970734639,47.95392454958667,90.04752491006552,301.11182588386737,308.34487863785745,0,1,0,0,0,5509.813126278717,7.23305275399008,0.9904930239523307
M,2094.976215056062,66.42061786660565,196.9728195256769,307.51897374019126,311.3145511495504,0,0,1,0,0,14571.713567987454,3.7955774093591685,0.9982673536373632
L,2649.596138922326,40.83796032553282,261.56055043970446,303.0122135645404,300.4341315386855,1,1,1,0,0,11331.107064382153,-2.578082025854883,0.6713730056437746
M,1574.6649675779797,62.980271977855764,238.70158578542228,295.9778609972186,305.03826421726643,0,0,1,1,0,10385.35425556975,9.060403220047817,0.9909334861096439
M,1283.1024951832248,75.31608535348104,111.74921060337614,300.93652597521293,314.8913993109531,0,0,1,0,0,10119.934612889128,13.95487333574016,0.9971129603958097
L,1955.7280636508908,73.92803866183401,198.3765345998098,302.5019273177962,310.0552531033992,0,0,1,1,0,15140.711004928824,7.553325785603022,0.9998030815731294
H,2061.283109459371,63.55653008071359,215.97881662811835,302.12656584345416,307.49183781482986,0,0,1,1,0,13719.125883047813,5.365271971375705,0.9885605185905197
M,2394.8869412469703,77.24548636901741,135.29009353543734,299.60527512302207,313.45141257614813,0,0,1,0,0,19372.54801113485,13.846137453126062,0.9998385669093972
L,1129.9147158743006,76.85146773464743,167.3951556288043,297.8035758121308,312.2978550862891,0,0,1,1,0,9093.403221096589,14.49427927415826,0.9776498397890127
M,2604.8195719740743,69.45093088358786,197.21242728259304,297.3831588929551,309.0660421522006,0,0,1,1,0,18944.55182508672,11.6828832592455,0.998770553014285
L,2239.82313011674,63.868970640197816,89.91158445936335,309.0501193828387,311.35802990074035,0,0,1,0,0,14980.705275577753,2.3079105179016324,0.9784707129986603
M,2692.8123467892337,73.34060118818255,252.8088781801534,298.9372963468258,308.6232150823847,0,0,1,1,0,20681.363766633778,9.685918735558914,0.9999537792155508
H,1399.8433871482807,78.30791955667037,246.40872529540073,304.7157302633338,310.37183601690424,0,1,1,1,0,11479.256338004652,5.6561057535704435,0.9999147834082422
H,2793.8040006086135,32.96587268895422,278.147524360311,307.3939958898841,303.9789493964875,1,1,1,0,0,9644.709029319549,-3.4150464933965736,0.644896419252359
H,2282.2613895732566,50.43864315452082,238.8429224047943,298.22297963744376,313.86303055873265,0,0,1,0,0,12054.727464288255,15.64005092128889,0.8336279839615719
L,1613.4660645336628,75.21176287729709,155.59330885823124,308.8930406452744,314.92256368029393,0,1,1,1,0,12707.91266870504,6.029523035019508,0.9998838292234953
M,2481.6750938360124,60.33375684494006,60.41484703571858,298.7752208138675,303.9095319665028,0,0,1,0,0,15679.561351857505,5.134311152635291,0.7898099047527892
M,2719.4860405092627,70.42876461409062,231.31261555344588,305.0186492038611,304.4780652177084,0,0,1,1,0,20056.979119161842,-0.5405839861527397,0.9999723776418991
L,1373.8728651205786,39.37099481080024,196.45343816858008,299.61463815677183,302.78839790365464,0,1,0,0,0,5664.3691981896545,3.1737597468828085,0.9698320840562934
H,1328.897425426836,27.273813170139277,263.2627901054619,307.2715868588101,306.0034417667848,1,1,0,0,0,3795.473287357406,-1.2681450920252928,0.9810819144245875
M,1162.2916875849785,72.27658982419183,93.92740409672888,303.2188993533799,313.217318351178,0,0,0,0,0,8797.13796795096,9.998418997798069,0.9807116145223567
L,1008.6487612950256,57.01597364091433,89.9936082728496,297.8685246523347,305.4723888833955,0,1,0,0,0,6022.337946250339,7.603864231060811,0.9913394296661345
L,2619.5139118770558,56.152467411514934,259.63830957783756,305.3803523933623,311.95753799392753,0,0,1,1,0,15403.455977461746,6.577185600565258,0.9987391229461187
H,2422.6586391284795,56.755933727879714,274.5611201250658,301.58049397960536,302.59612440842307,1,0,1,1,0,14398.992840607661,1.0156304288177012,0.9926940349737892
M,2329.105869476415,68.68126223752111,111.24137045679237,301.8734595984452,303.13311166640506,0,0,1,0,0,16751.593121856487,1.2596520679598484,0.9999208001834885
M,1787.347623058739,70.28598260954128,202.62670665534466,295.8912395084523,313.36303449814903,0,0,1,1,0,13155.469916191028,17.47179498969672,0.9998119826478016
L,1627.9216284499364,65.96492400075084,97.64196036819338,303.4769639706555,305.48535761208007,0,1,1,0,0,11245.406982414044,2.0083936414245613,0.988984661114134
M,1340.9173597976908,27.49886637624887,0.04551149113724229,308.4790579695965,308.79446035833354,0,1,0,0,0,3861.405598670642,0.3154023887370272,0.9261374797046321
L,2467.6812766792414,67.66513318733732,9.992631920373505,297.31609868290843,309.7718337855669,0,0,1,0,0,17485.683972126488,12.45573510265848,0.9966170268870784
L,2199.367466505871,79.6088538398615,111.55471410519124,305.9188433979373,314.9022474490228,0,0,1,0,0,18335.290103652504,8.983404051085529,0.9999480800381326
L,1912.5533167674296,66.52901283192199,202.62742739567392,303.2170817268929,314.50787237160796,0,0,1,1,0,13324.571397853402,11.29079064471506,0.9996622398333246
L,1050.0066758816372,24.239529925916642,278.84211777213295,298.8657380306046,302.442900493014,1,1,0,0,0,2665.292465735683,3.577162462409433,0.9887044619981333
M,1810.6411576298826,78.09196862792986,132.16198223740216,295.93672509563874,305.36708639144564,0,0,1,0,0,14807.010255872658,9.430361295806904,0.999896193124012
L,2664.0183198333743,63.893332817097274,145.77982898101948,302.49517672208657,314.96164233890397,0,0,1,0,0,17824.664635316818,12.466465616817402,0.994958465734001
M,2428.167002561764,36.144174877780216,251.02852090096397,309.6813398935912,306.4843975846256,1,1,1,0,0,9190.634303492667,-3.1969423089656175,0.7150972921739935
L,2493.800020425776,68.88072763953191,232.41389328947085,307.9090803856278,300.8960201395444,0,1,1,1,0,17988.21080235263,-7.013060246083398,0.9999122861307339
H,2702.138817287363,75.94911535242193,66.31312197978654,302.3943789183577,306.58275304622185,0,0,1,0,0,21491.11726655775,4.188374127864165,0.9996871392251561
H,2127.6644876676382,68.71644817582123,67.56355123147439,307.88225295333973,307.9200226187306,0,1,1,0,0,15310.609026861963,0.03776966539089699,0.9968796565193345
L,2137.9022511811145,64.73847238566879,128.05206034033804,296.7006344836715,302.0024489156955,0,0,1,0,0,14493.688054605753,5.301814432024003,0.9702829714669001
H,1099.9796821030939,45.99523623293891,100.90140885623977,303.753128971125,309.39944871932835,0,1,0,0,0,5298.172999099815,5.646319748203325,0.9976481217327524
H,2266.0611358897804,71.21278969244732,201.8730882373198,298.5866421782439,310.7510641502049,0,0,1,1,0,16898.89235874706,12.16442197196102,0.9999463451262725
M,1083.4841365161399,30.091068143065407,166.9080541734713,296.03062110585586,303.4896319573006,0,1,0,0,0,3414.198594825988,7.459010851444759,0.9934899431649923
H,1133.8268708044086,50.48115285217313,190.58736803674347,297.6422510038558,305.13867864174205,0,1,0,0,0,5993.832850453807,7.496427637886256,0.9874102574097915
M,2745.413201239059,73.06294999684928,87.95088191286287,303.4322575220374,301.4375729189996,0,0,1,0,0,21005.52492495743,-1.994684603037797,0.9999125044671988
H,2670.750416019205,76.20791975717114,40.322771610724125,308.16978777043295,300.9540165766822,0,1,1,0,0,21313.85611210165,-7.215771193750754,0.9997244387208972
M,1303.2242983125286,24.191498114884165,232.79964217462094,300.3207014870671,305.20189986056073,0,1,0,0,0,3301.4942905559287,4.881198373493646,0.9790365064173411
L,1025.3735087444204,37.91036801126182,107.57159352233079,303.8067824588452,304.71919570477326,0,1,0,0,0,4070.6963824402537,0.9124132459280645,0.988496920742662
L,2292.8908615769788,78.42139972087922,253.52617266166698,299.24935242191157,303.20188233583366,0,0,1,1,0,18829.838319699247,3.952529913922092,0.9999614525599239
M,1371.566844595714,52.428299969752,269.5029805243252,297.21908686364435,301.6526926818273,1,1,0,1,0,7530.28427937992,4.4336058181829685,0.9961898051402014
M,2547.257317051479,60.438781080897336,165.91830233294425,301.9289970071225,313.93967805185616,0,0,1,0,0,16121.933795158804,12.010681044733644,0.9699677324695596
M,2739.081495598636,70.95536852550114,273.7180294084724,308.49450622401156,300.1098567714403,1,1,1,1,0,20352.550075407104,-8.384649452571239,0.999972990718132
L,2024.352096756286,48.48748419014602,263.611503239598,297.47433121879124,313.36910245361975,0,0,1,1,0,10278.845086418365,15.89477123482851,0.747991231676256
H,1023.6313455004836,77.8648122157476,160.9845943209088,295.79999998347665,314.77212500482517,0,0,0,1,0,8346.673682379964,18.972125021348518,0.9835874672791878
L,1944.4314982642472,75.89436356706202,103.457470048288,309.6907189637583,311.5762097632649,0,1,1,0,0,15453.639934524563,1.8854907995066128,0.9994934548452045
M,1103.8322535080813,56.273427633203525,179.6343890836372,301.58175479549783,301.9062993769492,0,1,0,0,0,6504.816755949708,0.3245445814513914,0.9876271451753822
H,1278.493629316991,61.4221606311534,228.1507950408008,308.517770397461,303.3317519778659,0,1,0,1,0,8223.41628648766,-5.1860184195950865,0.9992348148319867
H,1445.8555193272418,60.81137055179172,93.29207299148344,306.94744091037114,312.9262700294562,0,1,0,0,0,9207.427475186343,5.978829119085049,0.8320152750226621
